text,sentiment,intent
The headache comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
I'm scared the massage won't help my knee pain. It's getting better now.,Anxious,Confirming improvement
The back pain comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm scared the painkillers won't help my fatigue. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I had exercises for my dizziness last month.,Neutral,Reporting symptoms
I feel much better after the rest for my nausea.,Reassured,Reporting symptoms
My stiffness has been bothering me for a week.,Neutral,Reporting symptoms
I had medication for my stiffness last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm scared the surgery won't help my dizziness. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I feel much better after the acupuncture for my fatigue. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
What if this shoulder pain never goes away? I'm concerned about how it affects my daily life.,Anxious,Expressing concern
My back pain has been bothering me for a week. Do you think it'll get better?,Neutral,Seeking reassurance
I feel much better after the MRI for my fatigue. Do you think it'll get better?,Reassured,Seeking reassurance
That's a relief about my dizziness. Do you think it'll get better?,Reassured,Seeking reassurance
What if this stiffness never goes away? It's getting better now.,Anxious,Confirming improvement
My knee pain has been bothering me for a week. Do you think it'll get better?,Neutral,Seeking reassurance
I feel much better after the rest for my headache. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my trouble sleeping. It's getting better now.,Anxious,Confirming improvement
The knee pain comes and goes.,Neutral,Reporting symptoms
I'm really worried about my shoulder pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I had acupuncture for my back pain last month. It's getting better now.,Neutral,Confirming improvement
I'm really worried about my nausea. Do you think it'll get better?,Anxious,Seeking reassurance
I'm scared the surgery won't help my headache. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm really worried about my knee pain. Do you think it'll get better?,Anxious,Seeking reassurance
I'm really worried about my back pain. It's getting better now.,Anxious,Confirming improvement
My shoulder pain has been bothering me for a week. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
My dizziness has been bothering me for a week. Do you think it'll get better?,Neutral,Seeking reassurance
I'm really worried about my stiffness. It's getting better now.,Anxious,Confirming improvement
I'm really worried about my trouble sleeping. Do you think it'll get better?,Anxious,Seeking reassurance
The neck pain comes and goes. It's getting better now.,Neutral,Confirming improvement
What if this fatigue never goes away? It's getting better now.,Anxious,Confirming improvement
I'm glad the rest is working for my back pain. It's getting better now.,Reassured,Confirming improvement
I'm glad the MRI is working for my fatigue.,Reassured,Reporting symptoms
My neck pain has been bothering me for a week.,Neutral,Reporting symptoms
The shoulder pain comes and goes.,Neutral,Reporting symptoms
I feel much better after the medication for my dizziness.,Reassured,Reporting symptoms
I had X-ray for my trouble sleeping last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
The nausea comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm scared the medication won't help my back pain. It's getting better now.,Anxious,Confirming improvement
I feel much better after the painkillers for my nausea.,Reassured,Reporting symptoms
What if this knee pain never goes away? It's getting better now.,Anxious,Confirming improvement
What if this fatigue never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
I had exercises for my knee pain last month.,Neutral,Reporting symptoms
I feel much better after the surgery for my fatigue.,Reassured,Reporting symptoms
I feel much better after the X-ray for my neck pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
That's a relief about my shoulder pain. Do you think it'll get better?,Reassured,Seeking reassurance
What if this shoulder pain never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
I'm really worried about my knee pain. Do you think it'll get better?,Anxious,Seeking reassurance
The back pain comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I feel much better after the massage for my nausea. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my headache. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
The nausea comes and goes.,Neutral,Reporting symptoms
What if this nausea never goes away? It's getting better now.,Anxious,Confirming improvement
I'm really worried about my dizziness.,Anxious,Reporting symptoms
I feel much better after the massage for my shoulder pain. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my headache. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
That's a relief about my headache. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I'm really worried about my neck pain. It's getting better now.,Anxious,Confirming improvement
That's a relief about my headache. Do you think it'll get better?,Reassured,Seeking reassurance
What if this knee pain never goes away?,Anxious,Reporting symptoms
I had acupuncture for my fatigue last month.,Neutral,Reporting symptoms
My shoulder pain has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
The neck pain comes and goes. It's getting better now.,Neutral,Confirming improvement
I feel much better after the exercises for my stiffness.,Reassured,Reporting symptoms
I'm scared the medication won't help my knee pain. It's getting better now.,Anxious,Confirming improvement
I had massage for my knee pain last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I feel much better after the rest for my shoulder pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I had rest for my knee pain last month. It's getting better now.,Neutral,Confirming improvement
I'm really worried about my headache. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm scared the painkillers won't help my back pain. It's getting better now.,Anxious,Confirming improvement
That's a relief about my neck pain. It's getting better now.,Reassured,Confirming improvement
My back pain has been bothering me for a week. Do you think it'll get better?,Neutral,Seeking reassurance
I had massage for my stiffness last month.,Neutral,Reporting symptoms
I feel much better after the medication for my trouble sleeping. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
